group_id,item_id,cfu,parte,topic,group_text,labels,item_text,correct,source,explanation
25,3,both,3,overfitting_facts,Su overfitting e generalizzazione.,V=vero|F=falso,Il rasoio di Occam suggerisce di preferire modelli semplici a parità di accuratezza,V,sisint1,Semplicità → generalizzazione.
25,4,both,3,overfitting_facts,Su overfitting e generalizzazione.,V=vero|F=falso,Modelli con più parametri sono sempre da preferire,F,sisint1,Rischiano overfitting.
25,5,both,3,overfitting_facts,Su overfitting e generalizzazione.,V=vero|F=falso,L'underfitting dà errore basso sia in training sia in test,F,sisint1,Errore alto in entrambi.
25,6,both,3,overfitting_facts,Su overfitting e generalizzazione.,V=vero|F=falso,Aumentare la profondità dell'albero riduce sempre l'errore di test,F,sisint1,Oltre un certo punto lo aumenta (overfitting).
26,1,both,2,resolution_letterali,Per ciascuna coppia di clausole indica se la risoluzione è applicabile (VERO) o no (FALSO).,V=vero|F=falso,"{P, Q} e {¬P, R}",V,sisint1,P e ¬P complementari.
26,2,both,2,resolution_letterali,Per ciascuna coppia di clausole indica se la risoluzione è applicabile (VERO) o no (FALSO).,V=vero|F=falso,{P(a)} e {¬P(x)},V,sisint1,Unificano con x/a.
26,3,both,2,resolution_letterali,Per ciascuna coppia di clausole indica se la risoluzione è applicabile (VERO) o no (FALSO).,V=vero|F=falso,"{P, Q} e {¬Q, ¬R}",V,sisint1,Q e ¬Q complementari.
26,4,both,2,resolution_letterali,Per ciascuna coppia di clausole indica se la risoluzione è applicabile (VERO) o no (FALSO).,V=vero|F=falso,"{P} e {Q, R}",F,sisint1,Nessun letterale complementare.
26,5,both,2,resolution_letterali,Per ciascuna coppia di clausole indica se la risoluzione è applicabile (VERO) o no (FALSO).,V=vero|F=falso,"{P(a)} e {¬P(b)}, con a,b costanti distinte",F,sisint1,Non unificano (costanti diverse).
26,6,both,2,resolution_letterali,Per ciascuna coppia di clausole indica se la risoluzione è applicabile (VERO) o no (FALSO).,V=vero|F=falso,"{P} e {P, R}",F,sisint1,Nessuna coppia complementare.
27,1,9,2,ont_descr,Associa ciascun costrutto ontologico alla sua descrizione.,A=organizzazione gerarchica con relazioni IS-A|B=oggetto composto da parti senza specificarne le relazioni|C=insieme di concetti e relazioni di un dominio (rete semantica)|D=relazione transitiva 'parte di' fra oggetti,Tassonomia,A,sisint1,Una tassonomia e' l'organizzazione gerarchica di categorie collegate da relazioni is-a.
27,2,9,2,ont_descr,Associa ciascun costrutto ontologico alla sua descrizione.,A=organizzazione gerarchica con relazioni IS-A|B=oggetto composto da parti senza specificarne le relazioni|C=insieme di concetti e relazioni di un dominio (rete semantica)|D=relazione transitiva 'parte di' fra oggetti,Bunch-of,B,sisint1,Bunch-of indica un oggetto composto da parti senza specificare le relazioni fra di esse.
27,3,9,2,ont_descr,Associa ciascun costrutto ontologico alla sua descrizione.,A=organizzazione gerarchica con relazioni IS-A|B=oggetto composto da parti senza specificarne le relazioni|C=insieme di concetti e relazioni di un dominio (rete semantica)|D=relazione transitiva 'parte di' fra oggetti,Ontologia,C,sisint1,"Un'ontologia (rete semantica) e' l'insieme dei concetti di un dominio e delle loro relazioni, piu' generale di una tassonomia."
27,4,9,2,ont_descr,Associa ciascun costrutto ontologico alla sua descrizione.,A=organizzazione gerarchica con relazioni IS-A|B=oggetto composto da parti senza specificarne le relazioni|C=insieme di concetti e relazioni di un dominio (rete semantica)|D=relazione transitiva 'parte di' fra oggetti,Part-of,D,sisint1,"Part-of indica che un oggetto e' parte di un altro ed e' transitiva: Part-of(X,Y) and Part-of(Y,Z) => Part-of(X,Z)."
28,1,both,1,blind_search_match,Associa ogni strategia BLIND alla struttura dati per la frontiera.,A=coda FIFO|B=pila LIFO|C=coda con priorità (costo)|D=coda FIFO + limite di profondità incrementale,Breadth-First,A,sisint1,"In parole povere: BFS: coda FIFO, quindi first in, first out. I primi nodi inseriti (più superficiali) vengono espansi prima."
28,2,both,1,blind_search_match,Associa ogni strategia BLIND alla struttura dati per la frontiera.,A=coda FIFO|B=pila LIFO|C=coda con priorità (costo)|D=coda FIFO + limite di profondità incrementale,Depth-First,B,sisint1,"In parole povere: DFS: pila LIFO, quindi last in, first out. Gli ultimi inseriti (più profondi) vengono espansi per primi."
28,3,both,1,blind_search_match,Associa ogni strategia BLIND alla struttura dati per la frontiera.,A=coda FIFO|B=pila LIFO|C=coda con priorità (costo)|D=coda FIFO + limite di profondità incrementale,Uniform-Cost,C,sisint1,In parole povere: Uniform-cost: coda con priorità su costo g(n). Si espande sempre il più 'economico'.
28,4,both,1,blind_search_match,Associa ogni strategia BLIND alla struttura dati per la frontiera.,A=coda FIFO|B=pila LIFO|C=coda con priorità (costo)|D=coda FIFO + limite di profondità incrementale,Iterative Deepening,D,sisint1,"In parole povere: IDS: lancia DLS con limite di profondità incrementale 0,1,2,... Combina memoria DFS con completezza BFS."
29,1,both,3,attivazione_match,Associa ogni funzione di attivazione alla sua proprietà chiave.,"A=non differenziabile in 0|B=output in (0,1) derivabile|C=output in (-1,1) derivabile|D=output in [0,inf) lineare a tratti",Sigmoide,B,sisint1,"In parole povere: Sigmoide σ(x) è quando 1/(1+e^(-x)): output in (0,1), derivabile ovunque. Storica per output binari."
29,2,both,3,attivazione_match,Associa ogni funzione di attivazione alla sua proprietà chiave.,"A=non differenziabile in 0|B=output in (0,1) derivabile|C=output in (-1,1) derivabile|D=output in [0,inf) lineare a tratti",Tanh,C,integrato,"In parole povere: Tanh: tanh(x) ∈ (-1,1), derivabile. Simmetrica intorno a 0, gradiente migliore di sigmoide negli strati profondi."
29,3,both,3,attivazione_match,Associa ogni funzione di attivazione alla sua proprietà chiave.,"A=non differenziabile in 0|B=output in (0,1) derivabile|C=output in (-1,1) derivabile|D=output in [0,inf) lineare a tratti",ReLU,D,integrato,"In parole povere: ReLU: max(0,x). Lineare a tratti, in [0,+∞). Computazionalmente economica, evita vanishing gradient per x>0. Non differenziabile in 0 (ma trattata operativamente)."
29,4,both,3,attivazione_match,Associa ogni funzione di attivazione alla sua proprietà chiave.,"A=non differenziabile in 0|B=output in (0,1) derivabile|C=output in (-1,1) derivabile|D=output in [0,inf) lineare a tratti",Funzione gradino originale del perceptron,A,sisint1,In parole povere: Gradino classico del perceptron originale: H(x) è quando 1 se x>0 else 0. NON differenziabile in 0 (salto). Per questo non usabile con backprop.
30,1,both,2,prop_assertions,Per ciascuna affermazione di logica proposizionale.,V=vero|F=falso,A ∨ ¬A è una tautologia,V,sisint1,Terzo escluso.
30,2,both,2,prop_assertions,Per ciascuna affermazione di logica proposizionale.,V=vero|F=falso,(A ⇒ B) è equivalente a (¬A ∨ B),V,sisint1,Eliminazione dell'implicazione.
30,3,both,2,prop_assertions,Per ciascuna affermazione di logica proposizionale.,V=vero|F=falso,A ∧ ¬A è una contraddizione (insoddisfacibile),V,sisint1,Sempre falsa.
30,4,both,2,prop_assertions,Per ciascuna affermazione di logica proposizionale.,V=vero|F=falso,A ∧ ¬A è soddisfacibile,F,sisint1,È insoddisfacibile.
30,5,both,2,prop_assertions,Per ciascuna affermazione di logica proposizionale.,V=vero|F=falso,Se KB ⊨ α allora KB ∧ ¬α è soddisfacibile,F,sisint1,È INsoddisfacibile (refutazione).
30,6,both,2,prop_assertions,Per ciascuna affermazione di logica proposizionale.,V=vero|F=falso,(A ⇒ B) è equivalente a (B ⇒ A),F,sisint1,Invertire l'implicazione è errato.
31,1,9,3,transformer_match,"Nel transformer, associa ogni componente al blocco in cui compare.",E=solo encoder|D=solo decoder|EN=entrambi,Self-attention mascherata (blocca le posizioni future),D,sisint1,"Solo il decoder usa la self-attention mascherata, per non guardare i token futuri."
31,2,9,3,transformer_match,"Nel transformer, associa ogni componente al blocco in cui compare.",E=solo encoder|D=solo decoder|EN=entrambi,Attention sull'output dell'encoder,D,sisint1,E' il sottostrato che collega decoder ed encoder: presente solo nel decoder.
31,3,9,3,transformer_match,"Nel transformer, associa ogni componente al blocco in cui compare.",E=solo encoder|D=solo decoder|EN=entrambi,Feed-Forward Network (FFN),EN,sisint1,Sia l'encoder sia il decoder hanno una FFN come ultimo sottostrato.
31,4,9,3,transformer_match,"Nel transformer, associa ogni componente al blocco in cui compare.",E=solo encoder|D=solo decoder|EN=entrambi,Residual connection e normalizzazione attorno ai sottostrati,EN,sisint1,Residual + normalizzazione avvolgono ogni sottostrato in entrambi i blocchi.
31,5,9,3,transformer_match,"Nel transformer, associa ogni componente al blocco in cui compare.",E=solo encoder|D=solo decoder|EN=entrambi,Multi-head self-attention non mascherata,E,sisint1,L'encoder usa self-attention multi-head senza mascheramento (vede tutta la sequenza in input).
32,1,9,2,allineamento_match,Associa ogni relazione fra ontologie alla sua definizione.,A=Equivalenti|B=Estensioni|C=Strongly-Translatable|D=Weakly-Translatable,Condividono vocabolario e assiomatizzazione ma sono espresse in linguaggi differenti,A,sisint1,"Ontologie equivalenti: stesso contenuto, linguaggio diverso."
32,2,9,2,allineamento_match,Associa ogni relazione fra ontologie alla sua definizione.,A=Equivalenti|B=Estensioni|C=Strongly-Translatable|D=Weakly-Translatable,"O6 preserva tutti i simboli di O7 con proprieta' e relazioni, ma non vale il viceversa",B,sisint1,O6 estende O7: contiene tutto cio' che c'e' in O7 e qualcosa in piu'.
32,3,9,2,allineamento_match,Associa ogni relazione fra ontologie alla sua definizione.,A=Equivalenti|B=Estensioni|C=Strongly-Translatable|D=Weakly-Translatable,"Vocabolario totalmente mappabile, assiomatizzazione valida, senza perdita ne' inconsistenze",C,sisint1,"Strongly-translatable: traduzione perfetta, niente perdite ne' inconsistenze."
32,4,9,2,allineamento_match,Associa ogni relazione fra ontologie alla sua definizione.,A=Equivalenti|B=Estensioni|C=Strongly-Translatable|D=Weakly-Translatable,Traduzione possibile ma con perdita di informazione,D,sisint1,"Weakly-translatable: si traduce, ma qualcosa va perso."
33,1,9,3,bias_match,Associa ogni bias di un LLM alla fase in cui si origina.,A=Raccolta dati|B=Annotazione|C=Addestramento|D=Uso,Copertura: i dati riguardano una frazione troppo piccola della popolazione,A,sisint1,Bias di copertura: errore nella fase di raccolta dei dati.
33,2,9,3,bias_match,Associa ogni bias di un LLM alla fase in cui si origina.,A=Raccolta dati|B=Annotazione|C=Addestramento|D=Uso,Conferma: l'annotatore processa i dati per confermare ipotesi precedenti,B,sisint1,Bias di conferma in annotazione: l'etichettatore vede cio' che si aspetta.
33,3,9,3,bias_match,Associa ogni bias di un LLM alla fase in cui si origina.,A=Raccolta dati|B=Annotazione|C=Addestramento|D=Uso,Omogeneita' del gruppo esterno: stereotipare chi appartiene a un gruppo esterno,C,sisint1,Errore in addestramento: si stereotipano gli individui di un gruppo a cui non si appartiene.
33,4,9,3,bias_match,Associa ogni bias di un LLM alla fase in cui si origina.,A=Raccolta dati|B=Annotazione|C=Addestramento|D=Uso,Automazione: preferire i risultati generati automaticamente,D,sisint1,Bias d'uso: si tende a fidarsi piu' dell'output automatico che di quello umano.
34,1,both,3,hunt,"Un nodo A di un albero di decisione (algoritmo di Hunt) ha due archi: il valore v1 porta al figlio B, il valore v2 al figlio C.",V=vero|F=falso,B e C partizionano le istanze associate ad A,V,sisint1,Sottoinsiemi disgiunti ed esaustivi.
34,2,both,3,hunt,"Un nodo A di un albero di decisione (algoritmo di Hunt) ha due archi: il valore v1 porta al figlio B, il valore v2 al figlio C.",V=vero|F=falso,"Se in B tutte le istanze hanno la stessa classe, B è una foglia",V,sisint1,Nodo puro → foglia.
34,3,both,3,hunt,"Un nodo A di un albero di decisione (algoritmo di Hunt) ha due archi: il valore v1 porta al figlio B, il valore v2 al figlio C.",V=vero|F=falso,Lo split su un attributo manda ogni istanza di A in esattamente un figlio,V,sisint1,Partizione.
34,4,both,3,hunt,"Un nodo A di un albero di decisione (algoritmo di Hunt) ha due archi: il valore v1 porta al figlio B, il valore v2 al figlio C.",V=vero|F=falso,Il nodo A è necessariamente la radice dell'albero,F,sisint1,Può essere un qualsiasi nodo interno.
34,5,both,3,hunt,"Un nodo A di un albero di decisione (algoritmo di Hunt) ha due archi: il valore v1 porta al figlio B, il valore v2 al figlio C.",V=vero|F=falso,"B è sempre una foglia, a prescindere dalle istanze",F,sisint1,Solo se pure o senza attributi residui.
34,6,both,3,hunt,"Un nodo A di un albero di decisione (algoritmo di Hunt) ha due archi: il valore v1 porta al figlio B, il valore v2 al figlio C.",V=vero|F=falso,C non può mai essere ulteriormente splittato,F,sisint1,"Se non è puro, viene splittato."
35,1,both,1,astar,Sull'algoritmo A* con funzione di valutazione f(n)=g(n)+h(n).,V=vero|F=falso,A* con euristica ammissibile (tree-search) è ottimo,V,sisint1,Non sovrastima → ottimo su alberi.
35,2,both,1,astar,Sull'algoritmo A* con funzione di valutazione f(n)=g(n)+h(n).,V=vero|F=falso,"Se h(n)=0 per ogni n, A* si comporta come la ricerca a costo uniforme",V,sisint1,f=g.
35,3,both,1,astar,Sull'algoritmo A* con funzione di valutazione f(n)=g(n)+h(n).,V=vero|F=falso,"Su grafi, A* è ottimo se l'euristica è anche monotona (consistente)",V,sisint1,Serve la monotonia.
35,4,both,1,astar,Sull'algoritmo A* con funzione di valutazione f(n)=g(n)+h(n).,V=vero|F=falso,A* è ottimo qualunque sia l'euristica utilizzata,F,sisint1,Serve l'ammissibilità.
35,5,both,1,astar,Sull'algoritmo A* con funzione di valutazione f(n)=g(n)+h(n).,V=vero|F=falso,A* espande sempre meno nodi di qualsiasi altro algoritmo,F,sisint1,"È ottimamente efficiente, non minimo assoluto sempre."
35,6,both,1,astar,Sull'algoritmo A* con funzione di valutazione f(n)=g(n)+h(n).,V=vero|F=falso,Un'euristica ammissibile può sovrastimare il costo reale,F,sisint1,Per definizione non sovrastima mai.
36,1,both,2,ground,"Si considerino le formule (x variabile, K costante, F funzione, P/Q/R predicati): ¬P(x) ∨ Q(x) ∨ ¬R(x) ; P(F(K)).",V=vero|F=falso,F(K) è un termine ground,V,sisint1,"Funzione su costante, senza variabili."
36,2,both,2,ground,"Si considerino le formule (x variabile, K costante, F funzione, P/Q/R predicati): ¬P(x) ∨ Q(x) ∨ ¬R(x) ; P(F(K)).",V=vero|F=falso,La risoluzione è applicabile alle due formule,V,sisint1,¬P(x) e P(F(K)) unificano.
36,3,both,2,ground,"Si considerino le formule (x variabile, K costante, F funzione, P/Q/R predicati): ¬P(x) ∨ Q(x) ∨ ¬R(x) ; P(F(K)).",V=vero|F=falso,La formula più lunga è una clausola di Horn,V,sisint1,Un solo letterale positivo (Q).
36,4,both,2,ground,"Si considerino le formule (x variabile, K costante, F funzione, P/Q/R predicati): ¬P(x) ∨ Q(x) ∨ ¬R(x) ; P(F(K)).",V=vero|F=falso,P(F(K)) è un termine ground,F,sisint1,È una formula atomica; il termine è F(K).
36,5,both,2,ground,"Si considerino le formule (x variabile, K costante, F funzione, P/Q/R predicati): ¬P(x) ∨ Q(x) ∨ ¬R(x) ; P(F(K)).",V=vero|F=falso,Il forward chaining deriva subito Q(F(K)),F,sisint1,Manca R(F(K)).
36,6,both,2,ground,"Si considerino le formule (x variabile, K costante, F funzione, P/Q/R predicati): ¬P(x) ∨ Q(x) ∨ ¬R(x) ; P(F(K)).",V=vero|F=falso,La formula più lunga ha due letterali positivi,F,sisint1,Ne ha uno solo (Q).
37,1,9,2,partition,Un concetto C ha due sottoconcetti C1 e C2.,V=vero|F=falso,"Se C1,C2 sono una decomposizione esaustiva di C, ogni istanza di C sta in C1 o C2",V,sisint1,Copertura.
37,2,9,2,partition,Un concetto C ha due sottoconcetti C1 e C2.,V=vero|F=falso,"Se C1,C2 sono una partizione di C, sono disgiunti e coprono C",V,sisint1,Definizione di partizione.
37,3,9,2,partition,Un concetto C ha due sottoconcetti C1 e C2.,V=vero|F=falso,Una partizione di C è anche una decomposizione esaustiva di C,V,sisint1,La partizione è più forte.
37,4,9,2,partition,Un concetto C ha due sottoconcetti C1 e C2.,V=vero|F=falso,"Se C1,C2 sono una decomposizione esaustiva, allora sono disgiunti",F,sisint1,L'esaustiva non richiede disgiunzione.
37,5,9,2,partition,Un concetto C ha due sottoconcetti C1 e C2.,V=vero|F=falso,Due sottoconcetti disgiunti formano sempre una decomposizione esaustiva di C,F,sisint1,Potrebbero non coprire C.
37,6,9,2,partition,Un concetto C ha due sottoconcetti C1 e C2.,V=vero|F=falso,Ogni decomposizione esaustiva è una partizione,F,sisint1,Serve anche la disgiunzione.
38,1,both,3,matrice_confusione,"Matrice di confusione a 3 classi (righe=reale, colonne=predetta): C1=[30,0,0], C2=[0,25,5], C3=[0,10,30].",V=vero|F=falso,La classe C1 è classificata perfettamente (precision e recall pari a 1),V,sisint1,Nessun falso positivo/negativo.
38,2,both,3,matrice_confusione,"Matrice di confusione a 3 classi (righe=reale, colonne=predetta): C1=[30,0,0], C2=[0,25,5], C3=[0,10,30].",V=vero|F=falso,"L'error rate del classificatore è 0,15",V,sisint1,15 errori su 100.
38,3,both,3,matrice_confusione,"Matrice di confusione a 3 classi (righe=reale, colonne=predetta): C1=[30,0,0], C2=[0,25,5], C3=[0,10,30].",V=vero|F=falso,"L'accuratezza del classificatore è 0,85",V,sisint1,85 corretti su 100.
38,4,both,3,matrice_confusione,"Matrice di confusione a 3 classi (righe=reale, colonne=predetta): C1=[30,0,0], C2=[0,25,5], C3=[0,10,30].",V=vero|F=falso,La classe C3 è classificata perfettamente,F,sisint1,Ha falsi negativi e positivi.
38,5,both,3,matrice_confusione,"Matrice di confusione a 3 classi (righe=reale, colonne=predetta): C1=[30,0,0], C2=[0,25,5], C3=[0,10,30].",V=vero|F=falso,"L'accuratezza del classificatore è 0,80",F,sisint1,"È 0,85."
38,6,both,3,matrice_confusione,"Matrice di confusione a 3 classi (righe=reale, colonne=predetta): C1=[30,0,0], C2=[0,25,5], C3=[0,10,30].",V=vero|F=falso,La somma totale delle istanze nella matrice è 85,F,sisint1,È 100 (85 è la diagonale).
39,1,both,2,clausola_horn,"Associa ciascuna espressione alla categoria piu' specifica (P, Q, R simboli proposizionali; F simbolo di funzione, K costante).",A=termine ground|B=regola proposizionale|C=clausola di Horn|D=contraddizione|E=tautologia,F(K),A,sisint1,In parole povere: funzione applicata a una costante: e' un termine ground (non e' nemmeno una formula).
39,2,both,2,clausola_horn,"Associa ciascuna espressione alla categoria piu' specifica (P, Q, R simboli proposizionali; F simbolo di funzione, K costante).",A=termine ground|B=regola proposizionale|C=clausola di Horn|D=contraddizione|E=tautologia,Piove => Bagnato,B,sisint1,"In parole povere: implicazione fra simboli proposizionali, in forma di regola. (Equivale a ¬Piove v Bagnato, che e' anche Horn, ma la categoria di forma piu' specifica e' 'regola'.)"
39,3,both,2,clausola_horn,"Associa ciascuna espressione alla categoria piu' specifica (P, Q, R simboli proposizionali; F simbolo di funzione, K costante).",A=termine ground|B=regola proposizionale|C=clausola di Horn|D=contraddizione|E=tautologia,¬P v Q v ¬R,C,sisint1,In parole povere: disgiunzione di letterali con un solo letterale positivo (Q): clausola di Horn.
39,4,both,2,clausola_horn,"Associa ciascuna espressione alla categoria piu' specifica (P, Q, R simboli proposizionali; F simbolo di funzione, K costante).",A=termine ground|B=regola proposizionale|C=clausola di Horn|D=contraddizione|E=tautologia,P ^ ¬P,D,sisint1,In parole povere: sempre falsa: contraddizione (insoddisfacibile).
39,5,both,2,clausola_horn,"Associa ciascuna espressione alla categoria piu' specifica (P, Q, R simboli proposizionali; F simbolo di funzione, K costante).",A=termine ground|B=regola proposizionale|C=clausola di Horn|D=contraddizione|E=tautologia,P v ¬P,E,sisint1,In parole povere: sempre vera: tautologia (principio del terzo escluso).
40,1,9,2,classifica_formule,"Si classifichi ciascuna espressione (K costante, F simbolo di funzione, P/Q/R simboli proposizionali, x variabile).",A=termine ground|B=clausola di Horn|C=tautologia|D=contraddizione|E=formula malformata,F(K),A,turno_1706,"In parole povere: F applicata alla costante K è un TERMINE ground (nessuna variabile), non una formula. A."
40,2,9,2,classifica_formule,"Si classifichi ciascuna espressione (K costante, F simbolo di funzione, P/Q/R simboli proposizionali, x variabile).",A=termine ground|B=clausola di Horn|C=tautologia|D=contraddizione|E=formula malformata,Piove ⇒ Bagnato,B,turno_1706,In parole povere: l'implicazione fra proposizioni equivale a ¬Piove ∨ Bagnato: un solo letterale positivo → clausola di Horn (regola). B.
40,3,9,2,classifica_formule,"Si classifichi ciascuna espressione (K costante, F simbolo di funzione, P/Q/R simboli proposizionali, x variabile).",A=termine ground|B=clausola di Horn|C=tautologia|D=contraddizione|E=formula malformata,¬P ∨ Q ∨ ¬R,B,turno_1706,In parole povere: disgiunzione con un solo letterale positivo (Q) → clausola di Horn. B.
40,4,9,2,classifica_formule,"Si classifichi ciascuna espressione (K costante, F simbolo di funzione, P/Q/R simboli proposizionali, x variabile).",A=termine ground|B=clausola di Horn|C=tautologia|D=contraddizione|E=formula malformata,P ∨ ¬P,C,turno_1706,In parole povere: sempre vera (principio del terzo escluso) → tautologia. C.
40,5,9,2,classifica_formule,"Si classifichi ciascuna espressione (K costante, F simbolo di funzione, P/Q/R simboli proposizionali, x variabile).",A=termine ground|B=clausola di Horn|C=tautologia|D=contraddizione|E=formula malformata,P ∧ ¬P,D,turno_1706,In parole povere: sempre falsa (insoddisfacibile) → contraddizione. D.
40,6,9,2,classifica_formule,"Si classifichi ciascuna espressione (K costante, F simbolo di funzione, P/Q/R simboli proposizionali, x variabile).",A=termine ground|B=clausola di Horn|C=tautologia|D=contraddizione|E=formula malformata,P ∧ ∨ Q,E,turno_1706,In parole povere: due operatori binari (∧ e ∨) adiacenti senza operando in mezzo → espressione sintatticamente scorretta (malformata). E.
41,1,9,1,csp_grafo,"CSP con variabili A, B, C e vincoli di disuguaglianza su ogni coppia (A≠B, B≠C, A≠C): il grafo dei vincoli è un triangolo.",V=vero|F=falso,"Con dominio {0,1,2} il CSP ha soluzione",V,turno_1706,3 valori bastano per il triangolo.
41,2,9,1,csp_grafo,"CSP con variabili A, B, C e vincoli di disuguaglianza su ogni coppia (A≠B, B≠C, A≠C): il grafo dei vincoli è un triangolo.",V=vero|F=falso,"Con dominio {0,1} il CSP è arco-consistente (ogni valore ha un supporto)",V,turno_1706,0 ha supporto 1 e viceversa.
41,3,9,1,csp_grafo,"CSP con variabili A, B, C e vincoli di disuguaglianza su ogni coppia (A≠B, B≠C, A≠C): il grafo dei vincoli è un triangolo.",V=vero|F=falso,La consistenza di nodo (node consistency) riguarda i vincoli unari,V,turno_1706,Su una sola variabile.
41,4,9,1,csp_grafo,"CSP con variabili A, B, C e vincoli di disuguaglianza su ogni coppia (A≠B, B≠C, A≠C): il grafo dei vincoli è un triangolo.",V=vero|F=falso,"Con dominio {0,1} il CSP ha soluzione",F,turno_1706,Servono almeno 3 valori.
41,5,9,1,csp_grafo,"CSP con variabili A, B, C e vincoli di disuguaglianza su ogni coppia (A≠B, B≠C, A≠C): il grafo dei vincoli è un triangolo.",V=vero|F=falso,L'arco-consistenza garantisce l'esistenza di una soluzione,F,turno_1706,Non la garantisce.
41,6,9,1,csp_grafo,"CSP con variabili A, B, C e vincoli di disuguaglianza su ogni coppia (A≠B, B≠C, A≠C): il grafo dei vincoli è un triangolo.",V=vero|F=falso,Il grafo dei vincoli è un albero (senza cicli),F,turno_1706,Il triangolo ha un ciclo.
42,1,9,2,inferenza_esistenziale,"Si considerino le formule (x variabile, K/J costanti): ∃x Ama(x, K) ; ¬Ama(J, K) ∨ Felice(J).",V=vero|F=falso,"Dopo skolemizzazione ∃x Ama(x,K) diventa Ama(S,K) con S costante di Skolem",V,turno_1706,∃ fuori da ogni ∀ → costante.
42,2,9,2,inferenza_esistenziale,"Si considerino le formule (x variabile, K/J costanti): ∃x Ama(x, K) ; ¬Ama(J, K) ∨ Felice(J).",V=vero|F=falso,"La seconda formula ¬Ama(J,K) ∨ Felice(J) è una clausola di Horn",V,turno_1706,Un solo letterale positivo.
42,3,9,2,inferenza_esistenziale,"Si considerino le formule (x variabile, K/J costanti): ∃x Ama(x, K) ; ¬Ama(J, K) ∨ Felice(J).",V=vero|F=falso,"La seconda formula equivale alla regola Ama(J,K) ⇒ Felice(J)",V,turno_1706,¬A ∨ B ≡ A ⇒ B.
42,4,9,2,inferenza_esistenziale,"Si considerino le formule (x variabile, K/J costanti): ∃x Ama(x, K) ; ¬Ama(J, K) ∨ Felice(J).",V=vero|F=falso,"La prima formula ∃x Ama(x,K) è direttamente una clausola",F,turno_1706,Contiene ∃: va skolemizzata.
42,5,9,2,inferenza_esistenziale,"Si considerino le formule (x variabile, K/J costanti): ∃x Ama(x, K) ; ¬Ama(J, K) ∨ Felice(J).",V=vero|F=falso,La risoluzione è applicabile alle due formule senza trasformazioni,F,turno_1706,Prima serve skolemizzare la prima.
42,6,9,2,inferenza_esistenziale,"Si considerino le formule (x variabile, K/J costanti): ∃x Ama(x, K) ; ¬Ama(J, K) ∨ Felice(J).",V=vero|F=falso,L'∃ va sostituito con una funzione di Skolem di J,F,turno_1706,È una costante: non dipende da variabili universali.
43,1,9,2,skolem_vf,Sulla skolemizzazione in logica del primo ordine.,V=vero|F=falso,"∃x P(x), non dominato da alcun ∀, si skolemizza con una costante nuova",V,turno_1706,Testimone fisso.
43,2,9,2,skolem_vf,Sulla skolemizzazione in logica del primo ordine.,V=vero|F=falso,"In ∀x ∃y R(x,y), y si sostituisce con una funzione di Skolem f(x)",V,turno_1706,Dipende da x.
43,3,9,2,skolem_vf,Sulla skolemizzazione in logica del primo ordine.,V=vero|F=falso,La skolemizzazione elimina i quantificatori esistenziali,V,turno_1706,È il suo scopo.
43,4,9,2,skolem_vf,Sulla skolemizzazione in logica del primo ordine.,V=vero|F=falso,La skolemizzazione elimina i quantificatori universali,F,turno_1706,Tocca solo gli ∃.
43,5,9,2,skolem_vf,Sulla skolemizzazione in logica del primo ordine.,V=vero|F=falso,Una costante di Skolem dipende dalle variabili universali che la dominano,F,turno_1706,"La FUNZIONE sì, la costante no."
43,6,9,2,skolem_vf,Sulla skolemizzazione in logica del primo ordine.,V=vero|F=falso,Dopo la skolemizzazione la formula è logicamente equivalente all'originale,F,turno_1706,È solo equisoddisfacibile.
44,1,both,2,quantificatori_vf,Su quantificatori e loro negazione in logica del primo ordine.,V=vero|F=falso,¬∀x P(x) ≡ ∃x ¬P(x),V,sisint1,De Morgan sui quantificatori.
44,2,both,2,quantificatori_vf,Su quantificatori e loro negazione in logica del primo ordine.,V=vero|F=falso,¬∃x P(x) ≡ ∀x ¬P(x),V,sisint1,De Morgan sui quantificatori.
44,3,both,2,quantificatori_vf,Su quantificatori e loro negazione in logica del primo ordine.,V=vero|F=falso,"∀x∀y P(x,y) ≡ ∀y∀x P(x,y)",V,sisint1,Stesso quantificatore commuta.
44,4,both,2,quantificatori_vf,Su quantificatori e loro negazione in logica del primo ordine.,V=vero|F=falso,"∀x∃y P(x,y) ≡ ∃y∀x P(x,y)",F,sisint1,Quantificatori diversi NON commutano.
44,5,both,2,quantificatori_vf,Su quantificatori e loro negazione in logica del primo ordine.,V=vero|F=falso,∀x (P(x) ∧ Q(x)) è il modo corretto per «ogni P è Q»,F,sisint1,"Serve l'implicazione ⇒, non ∧."
44,6,both,2,quantificatori_vf,Su quantificatori e loro negazione in logica del primo ordine.,V=vero|F=falso,¬∀x P(x) ≡ ∀x ¬P(x),F,sisint1,La negazione trasforma ∀ in ∃.
45,1,both,2,rdf_owl_vf,"Su RDF, RDFS e OWL nel Web semantico.",V=vero|F=falso,"Una tripla RDF è composta da soggetto, predicato e oggetto",V,sisint1,Modello a grafo.
45,2,both,2,rdf_owl_vf,"Su RDF, RDFS e OWL nel Web semantico.",V=vero|F=falso,OWL è più espressivo di RDFS,V,sisint1,"Aggiunge disgiunzione, cardinalità, ecc."
